date,HLCH4,HFCH4,HSFC,HSFS,HSWD,PSCH4,YJCH4,OT
2021/11/1 7:00,0.61,0.577,1.792,1.363,17.859,0.612,0.59,0.576
2021/11/1 8:00,0.561,0.615,1.612,1.355,17.784,0.656,0.524,0.639
2021/11/1 9:00,0.596,0.581,1.853,1.339,17.718,0.621,0.539,0.599
2021/11/1 10:00,0.554,0.457,1.831,1.336,17.763,0.483,0.53,0.47
2021/11/1 11:00,0.476,0.378,1.912,1.352,17.831,0.407,0.29,0.362
2021/11/1 12:00,0.449,0.343,1.501,1.359,17.791,0.374,0.437,0.334
2021/11/1 13:00,0.428,0.32,1.745,1.361,17.703,0.376,0.515,0.347
2021/11/1 14:00,0.41,0.312,1.732,1.466,17.608,0.402,0.519,0.343
2021/11/1 15:00,0.469,0.467,1.849,1.444,17.6,0.506,0.516,0.518
2021/11/1 16:00,0.476,0.491,2.028,1.441,17.627,0.525,0.554,0.51
2021/11/1 17:00,0.546,0.445,1.781,1.43,17.66,0.479,0.639,0.46
2021/11/1 18:00,0.588,0.43,1.997,1.438,17.673,0.464,0.67,0.432
2021/11/1 19:00,0.603,0.503,1.875,1.441,17.74,0.536,0.632,0.475
2021/11/1 20:00,0.595,0.436,2.008,1.451,17.789,0.471,0.615,0.43
2021/11/1 21:00,0.524,0.58,1.701,1.455,17.718,0.612,0.556,0.566
2021/11/1 22:00,0.487,0.465,1.812,1.441,17.673,0.503,0.541,0.523
2021/11/1 23:00,0.484,0.436,1.978,1.45,17.697,0.469,0.536,0.534
2021/11/2 0:00,0.507,0.526,1.885,1.45,17.601,0.564,0.497,0.574
2021/11/2 1:00,0.524,0.517,2,1.441,17.583,0.556,0.516,0.523
2021/11/2 2:00,0.547,0.486,1.751,1.437,17.621,0.521,0.54,0.44
2021/11/2 3:00,0.562,0.469,1.61,1.447,17.654,0.507,0.562,0.451
2021/11/2 4:00,0.555,0.497,1.688,1.447,17.702,0.531,0.565,0.459
2021/11/2 5:00,0.556,0.53,1.974,1.445,17.737,0.56,0.568,0.499
2021/11/2 6:00,0.537,0.513,1.968,1.438,17.618,0.554,0.558,0.511
2021/11/2 7:00,0.494,0.53,1.595,1.452,17.6,0.566,0.519,0.51
2021/11/2 8:00,0.494,0.553,1.833,1.43,17.601,0.589,0.528,0.561
2021/11/2 9:00,0.524,0.486,1.683,1.408,17.655,0.521,0.561,0.468
2021/11/2 10:00,0.471,0.358,1.731,1.42,17.843,0.394,0.48,0.356
2021/11/2 11:00,0.436,0.306,1.669,1.439,17.911,0.34,0.407,0.308
2021/11/2 12:00,0.427,0.293,1.744,1.451,18.013,0.336,0.348,0.289
2021/11/2 13:00,0.414,0.273,1.768,1.436,17.8,0.371,0.342,0.262
2021/11/2 14:00,0.402,0.251,1.723,1.46,17.725,0.397,0.439,0.231
2021/11/2 15:00,0.541,0.237,2.087,1.47,17.7,0.412,0.556,0.3
2021/11/2 16:00,0.535,0.222,2.014,1.461,17.629,0.422,0.571,0.321
2021/11/2 17:00,0.415,0.304,1.871,1.458,17.553,0.429,0.315,0.379
2021/11/2 18:00,0.463,0.397,1.735,1.456,17.604,0.43,0.379,0.402
2021/11/2 19:00,0.477,0.388,1.903,1.455,17.698,0.431,0.405,0.437
2021/11/2 20:00,0.538,0.482,2.174,1.447,17.8,0.509,0.467,0.512
2021/11/2 21:00,0.537,0.514,1.793,1.453,17.8,0.56,0.505,0.545
2021/11/2 22:00,0.487,0.414,1.9,1.458,17.795,0.439,0.473,0.413
2021/11/2 23:00,0.478,0.447,1.783,1.446,17.709,0.483,0.39,0.482
2021/11/3 0:00,0.466,0.488,1.841,1.455,17.718,0.522,0.47,0.491
2021/11/3 1:00,0.536,0.546,2.099,1.45,17.799,0.578,0.496,0.527
2021/11/3 2:00,0.535,0.486,1.925,1.451,17.799,0.519,0.568,0.444
2021/11/3 3:00,0.515,0.447,1.943,1.446,17.857,0.48,0.598,0.43
2021/11/3 4:00,0.526,0.473,1.765,1.456,17.949,0.511,0.583,0.462
2021/11/3 5:00,0.577,0.489,2.032,1.441,17.979,0.539,0.609,0.504
2021/11/3 6:00,0.595,0.555,1.92,1.447,17.907,0.576,0.604,0.534
2021/11/3 7:00,0.497,0.562,2.021,1.424,17.829,0.605,0.585,0.571
2021/11/3 8:00,0.479,0.56,1.855,1.443,17.807,0.605,0.487,0.551
2021/11/3 9:00,0.545,0.606,1.658,1.432,17.832,0.644,0.565,0.597
2021/11/3 10:00,0.578,0.435,2.058,1.44,18.003,0.446,0.516,0.387
2021/11/3 11:00,0.555,0.342,1.753,1.428,18.048,0.368,0.464,0.302
2021/11/3 12:00,0.519,0.32,1.82,1.446,17.934,0.348,0.432,0.292
2021/11/3 13:00,0.48,0.301,1.872,1.436,17.764,0.333,0.405,0.292
2021/11/3 14:00,0.465,0.296,1.668,1.448,17.672,0.325,0.341,0.306
2021/11/3 15:00,0.519,0.413,1.977,1.418,17.695,0.455,0.368,0.436
2021/11/3 16:00,0.546,0.435,2.051,1.421,17.724,0.472,0.511,0.453
2021/11/3 17:00,0.589,0.502,1.955,1.417,17.806,0.539,0.55,0.513
2021/11/3 18:00,0.634,0.556,1.586,1.435,17.889,0.602,0.611,0.578
2021/11/3 19:00,0.613,0.61,1.794,1.438,17.831,0.644,0.571,0.614
2021/11/3 20:00,0.485,0.53,1.861,1.439,17.8,0.567,0.513,0.543
2021/11/3 21:00,0.513,0.595,1.559,1.432,17.828,0.636,0.551,0.622
2021/11/3 22:00,0.522,0.642,1.96,1.444,17.889,0.685,0.582,0.658
2021/11/3 23:00,0.492,0.556,1.761,1.428,17.976,0.588,0.613,0.546
2021/11/4 0:00,0.554,0.548,1.991,1.418,18.027,0.59,0.581,0.563
2021/11/4 1:00,0.646,0.527,1.625,1.436,18.035,0.56,0.612,0.523
2021/11/4 2:00,0.672,0.609,2.094,1.42,18.091,0.656,0.621,0.624
2021/11/4 3:00,0.485,0.622,1.876,1.434,18.014,0.656,0.527,0.614
2021/11/4 4:00,0.483,0.597,1.73,1.421,17.911,0.636,0.595,0.613
2021/11/4 5:00,0.562,0.596,2.002,1.41,17.899,0.638,0.577,0.628
2021/11/4 6:00,0.628,0.644,1.671,1.421,17.927,0.684,0.609,0.655
2021/11/4 7:00,0.709,0.598,1.947,1.399,17.994,0.63,0.656,0.614
2021/11/4 8:00,0.687,0.496,1.731,1.401,18.031,0.53,0.698,0.544
2021/11/4 9:00,0.713,0.469,1.934,1.408,18.14,0.501,0.65,0.505
2021/11/4 10:00,0.624,0.377,1.82,1.412,18.172,0.408,0.513,0.424
2021/11/4 11:00,0.565,0.348,1.82,1.407,18.003,0.377,0.47,0.39
2021/11/4 12:00,0.549,0.333,1.89,1.414,17.784,0.364,0.456,0.373
2021/11/4 13:00,0.535,0.31,2.014,1.392,17.595,0.341,0.443,0.347
2021/11/4 14:00,0.47,0.337,1.811,1.389,17.5,0.379,0.458,0.385
2021/11/4 15:00,0.576,0.466,1.776,1.374,17.561,0.511,0.557,0.512
2021/11/4 16:00,0.601,0.592,1.902,1.375,17.602,0.636,0.561,0.602
2021/11/4 17:00,0.508,0.587,2.111,1.372,17.648,0.618,0.476,0.578
2021/11/4 18:00,0.595,0.524,1.828,1.385,17.701,0.575,0.56,0.566
2021/11/4 19:00,0.572,0.627,1.583,1.389,17.78,0.671,0.602,0.654
2021/11/4 20:00,0.587,0.629,1.976,1.374,17.802,0.663,0.682,0.614
2021/11/4 21:00,0.541,0.548,1.567,1.385,17.874,0.586,0.678,0.524
2021/11/4 22:00,0.515,0.584,1.777,1.381,17.892,0.626,0.6,0.586
2021/11/4 23:00,0.534,0.593,1.826,1.393,17.803,0.639,0.585,0.618
2021/11/5 0:00,0.581,0.544,1.792,1.388,17.799,0.568,0.642,0.592
2021/11/5 1:00,0.649,0.46,1.628,1.378,17.8,0.496,0.622,0.558
2021/11/5 2:00,0.651,0.557,1.968,1.377,17.849,0.606,0.649,0.627
2021/11/5 3:00,0.66,0.534,1.676,1.368,17.926,0.56,0.643,0.496
2021/11/5 4:00,0.679,0.478,1.829,1.369,18,0.519,0.556,0.467
2021/11/5 5:00,0.683,0.509,1.965,1.372,18.081,0.55,0.6,0.486
2021/11/5 6:00,0.618,0.549,1.955,1.382,18.106,0.58,0.559,0.514
2021/11/5 7:00,0.507,0.546,1.826,1.367,18.1,0.589,0.47,0.575
2021/11/5 8:00,0.659,0.595,1.762,1.359,18.075,0.624,0.592,0.627
2021/11/5 9:00,0.681,0.506,1.828,1.379,18.267,0.533,0.66,0.527
2021/11/5 10:00,0.661,0.339,1.918,1.393,18.414,0.367,0.532,0.367
2021/11/5 11:00,0.627,0.308,1.706,1.381,18.3,0.337,0.451,0.331
2021/11/5 12:00,0.592,0.282,1.899,1.382,18.228,0.308,0.261,0.32
2021/11/5 13:00,0.625,0.283,1.797,1.374,18.192,0.312,0.284,0.287
2021/11/5 14:00,0.575,0.257,2.171,1.404,18.087,0.286,0.257,0.246
2021/11/5 15:00,0.572,0.238,1.821,1.409,18.001,0.265,0.234,0.222
2021/11/5 16:00,0.53,0.216,1.702,1.412,17.934,0.245,0.171,0.236
2021/11/5 17:00,0.546,0.209,1.97,1.395,17.841,0.245,0.27,0.229
2021/11/5 18:00,0.62,0.353,2.029,1.385,17.87,0.383,0.54,0.355
2021/11/5 19:00,0.652,0.333,1.947,1.37,17.952,0.369,0.558,0.414
2021/11/5 20:00,0.646,0.345,2.182,1.38,18.002,0.384,0.575,0.472
2021/11/5 21:00,0.66,0.385,1.844,1.368,18.067,0.426,0.612,0.519
2021/11/5 22:00,0.631,0.547,1.718,1.385,18.037,0.585,0.531,0.586
2021/11/5 23:00,0.676,0.478,1.673,1.376,17.999,0.512,0.491,0.638
2021/11/6 0:00,0.672,0.523,2.226,1.365,17.987,0.554,0.64,0.581
2021/11/6 1:00,0.684,0.506,1.803,1.364,17.999,0.544,0.643,0.505
2021/11/6 2:00,0.584,0.505,1.905,1.353,18.079,0.55,0.577,0.548
2021/11/6 3:00,0.63,0.577,1.972,1.368,18.1,0.618,0.6,0.554
2021/11/6 4:00,0.645,0.568,1.938,1.357,18.075,0.609,0.606,0.607
2021/11/6 5:00,0.734,0.595,1.653,1.344,18.081,0.626,0.731,0.607
2021/11/6 6:00,0.723,0.486,1.669,1.356,18.188,0.511,0.728,0.502
2021/11/6 7:00,0.711,0.506,1.861,1.351,18.288,0.559,0.717,0.5
2021/11/6 8:00,0.436,0.533,2.034,1.337,18.223,0.574,0.648,0.583
2021/11/6 9:00,0.354,0.542,1.858,1.327,18.183,0.563,0.713,0.566
2021/11/6 10:00,0.612,0.386,1.759,1.336,18.287,0.413,0.706,0.43
2021/11/6 11:00,0.702,0.35,2.097,1.348,18.316,0.381,0.68,0.366
2021/11/6 12:00,0.651,0.334,1.715,1.349,18.292,0.363,0.6,0.388
2021/11/6 13:00,0.623,0.314,2.132,1.351,18.175,0.347,0.568,0.323
2021/11/6 14:00,0.621,0.298,1.75,1.362,18.031,0.329,0.551,0.282
2021/11/6 15:00,0.65,0.395,2.071,1.346,17.986,0.428,0.57,0.416
2021/11/6 16:00,0.636,0.394,1.888,1.349,18.06,0.429,0.616,0.429
2021/11/6 17:00,0.531,0.462,1.955,1.347,18.047,0.495,0.563,0.501
2021/11/6 18:00,0.633,0.546,2.024,1.347,18.089,0.582,0.713,0.592
2021/11/6 19:00,0.672,0.442,1.847,1.357,18.101,0.477,0.708,0.425
2021/11/6 20:00,0.508,0.503,1.741,1.362,18.109,0.539,0.497,0.507
2021/11/6 21:00,0.592,0.452,1.979,1.357,18.1,0.487,0.504,0.511
2021/11/6 22:00,0.627,0.486,1.681,1.356,18.077,0.525,0.596,0.563
2021/11/6 23:00,0.641,0.493,1.762,1.362,18.063,0.527,0.69,0.489
2021/11/7 0:00,0.539,0.525,1.829,1.351,18.075,0.564,0.6,0.554
2021/11/7 1:00,0.559,0.567,1.791,1.352,18,0.607,0.653,0.586
2021/11/7 2:00,0.566,0.518,1.8,1.356,18,0.558,0.721,0.57
2021/11/7 3:00,0.625,0.501,1.866,1.353,18.044,0.537,0.696,0.609
2021/11/7 4:00,0.447,0.487,1.946,1.343,18.055,0.525,0.562,0.59
2021/11/7 5:00,0.597,0.596,1.636,1.355,18.011,0.63,0.548,0.623
2021/11/7 6:00,0.709,0.552,2.093,1.344,18,0.593,0.558,0.61
2021/11/7 7:00,0.671,0.543,1.958,1.345,18.006,0.582,0.665,0.516
2021/11/7 8:00,0.408,0.52,1.676,1.342,17.963,0.558,0.46,0.58
2021/11/7 9:00,0.697,0.575,1.843,1.334,17.919,0.617,0.688,0.562
2021/11/7 10:00,0.724,0.418,1.905,1.332,17.998,0.455,0.687,0.431
2021/11/7 11:00,0.675,0.378,1.674,1.34,17.839,0.412,0.616,0.389
2021/11/7 12:00,0.642,0.351,1.78,1.347,17.586,0.385,0.616,0.356
2021/11/7 13:00,0.631,0.33,2.086,1.339,17.329,0.369,0.579,0.34
2021/11/7 14:00,0.543,0.358,2.101,1.375,17.107,0.394,0.198,0.439
2021/11/7 15:00,0.51,0.494,1.84,1.351,17.102,0.523,0.269,0.558
2021/11/7 16:00,0.648,0.528,1.811,1.35,17.102,0.565,0.368,0.56
2021/11/7 17:00,0.662,0.578,1.9,1.348,17.182,0.618,0.557,0.565
2021/11/7 18:00,0.663,0.523,1.677,1.342,17.188,0.555,0.67,0.545
2021/11/7 19:00,0.617,0.48,2.092,1.345,17.101,0.528,0.413,0.445
2021/11/7 20:00,0.723,0.589,2.043,1.347,17.025,0.614,0.422,0.617
2021/11/7 21:00,0.634,0.544,2.017,1.347,17.001,0.594,0.293,0.529
2021/11/7 22:00,0.627,0.57,1.821,1.345,17,0.603,0.308,0.595
2021/11/7 23:00,0.633,0.581,2.179,1.347,16.984,0.621,0.371,0.631
2021/11/8 0:00,0.67,0.627,2.204,1.336,16.904,0.671,0.642,0.544
2021/11/8 1:00,0.595,0.564,1.847,1.342,16.921,0.612,0.674,0.509
2021/11/8 2:00,0.513,0.559,1.804,1.346,16.899,0.6,0.711,0.621
2021/11/8 3:00,0.575,0.558,2.004,1.337,16.815,0.598,0.697,0.606
2021/11/8 4:00,0.415,0.571,1.723,1.345,16.668,0.612,0.512,0.533
2021/11/8 5:00,0.584,0.645,1.96,1.325,16.651,0.685,0.659,0.634
2021/11/8 6:00,0.548,0.612,2.228,1.329,16.699,0.66,0.571,0.569
2021/11/8 7:00,0.604,0.665,2.221,1.319,16.7,0.714,0.583,0.577
2021/11/8 8:00,0.487,0.652,1.795,1.312,16.693,0.705,0.519,0.571
2021/11/8 9:00,0.494,0.622,2.091,1.294,16.735,0.657,0.59,0.504
2021/11/8 10:00,0.406,0.438,1.811,1.289,16.803,0.474,0.335,0.31
2021/11/8 11:00,0.278,0.404,2.125,1.286,16.781,0.441,0.199,0.281
2021/11/8 12:00,0.262,0.393,1.955,1.289,16.656,0.434,0.201,0.301
2021/11/8 13:00,0.258,0.388,2.02,1.324,16.672,0.425,0.203,0.294
2021/11/8 14:00,0.52,0.363,1.923,1.319,16.407,0.402,0.45,0.265
2021/11/8 15:00,0.557,0.476,2.005,1.301,16.342,0.529,0.516,0.394
2021/11/8 16:00,0.558,0.571,2.008,1.299,16.42,0.621,0.557,0.515
2021/11/8 17:00,0.668,0.579,1.966,1.296,16.528,0.616,0.688,0.487
2021/11/8 18:00,0.554,0.507,2.025,1.3,16.596,0.553,0.705,0.405
2021/11/8 19:00,0.546,0.478,2.106,1.295,16.69,0.521,0.688,0.381
2021/11/8 20:00,0.477,0.583,1.758,1.294,16.761,0.633,0.543,0.485
2021/11/8 21:00,0.575,0.552,1.755,1.288,16.695,0.599,0.624,0.499
2021/11/8 22:00,0.567,0.587,1.987,1.289,16.682,0.633,0.639,0.524
2021/11/8 23:00,0.432,0.449,1.899,1.294,16.714,0.483,0.672,0.389
2021/11/9 0:00,0.453,0.407,2.088,1.298,16.698,0.454,0.636,0.38
2021/11/9 1:00,0.571,0.58,2.072,1.301,16.7,0.634,0.574,0.516
2021/11/9 2:00,0.625,0.583,1.946,1.301,16.701,0.629,0.605,0.487
2021/11/9 3:00,0.711,0.619,1.79,1.29,16.764,0.662,0.73,0.495
2021/11/9 4:00,0.691,0.534,2.037,1.288,16.868,0.582,0.669,0.418
2021/11/9 5:00,0.498,0.584,1.882,1.293,16.866,0.623,0.477,0.456
2021/11/9 6:00,0.571,0.604,2.002,1.299,16.853,0.657,0.567,0.546
2021/11/9 7:00,0.646,0.591,1.918,1.288,16.862,0.63,0.638,0.609
2021/11/9 8:00,0.657,0.523,1.96,1.288,16.947,0.567,0.625,0.572
2021/11/9 9:00,0.634,0.525,1.792,1.294,17.063,0.562,0.58,0.532
2021/11/9 10:00,0.482,0.364,1.939,1.297,17.101,0.399,0.429,0.365
2021/11/9 11:00,0.425,0.327,2.02,1.295,17.058,0.361,0.489,0.324
2021/11/9 12:00,0.417,0.312,2.173,1.287,16.899,0.349,0.476,0.298
2021/11/9 13:00,0.416,0.296,1.596,1.293,16.706,0.333,0.479,0.271
2021/11/9 14:00,0.319,0.285,1.837,1.315,16.53,0.321,0.311,0.272
2021/11/9 15:00,0.482,0.448,1.758,1.312,16.504,0.504,0.525,0.5
2021/11/9 16:00,0.58,0.54,1.849,1.317,16.578,0.583,0.615,0.544
2021/11/9 17:00,0.342,0.443,2.004,1.33,16.741,0.476,0.247,0.425
2021/11/9 18:00,0.443,0.572,1.999,1.316,16.8,0.621,0.421,0.601
2021/11/9 19:00,0.483,0.516,2.097,1.314,16.865,0.553,0.64,0.523
2021/11/9 20:00,0.485,0.508,1.856,1.308,16.968,0.548,0.719,0.503
2021/11/9 21:00,0.477,0.508,2.17,1.313,16.978,0.561,0.694,0.531
2021/11/9 22:00,0.432,0.575,2.059,1.322,16.97,0.618,0.38,0.594
2021/11/9 23:00,0.516,0.582,2.178,1.312,16.976,0.619,0.715,0.578
2021/11/10 0:00,0.495,0.501,1.904,1.317,16.982,0.548,0.641,0.538
2021/11/10 1:00,0.483,0.556,2.128,1.311,16.924,0.599,0.517,0.579
2021/11/10 2:00,0.482,0.643,1.854,1.305,16.947,0.69,0.488,0.653
2021/11/10 3:00,0.434,0.613,1.951,1.306,16.995,0.658,0.524,0.603
2021/11/10 4:00,0.405,0.607,1.734,1.303,16.982,0.651,0.416,0.621
2021/11/10 5:00,0.464,0.594,1.675,1.307,16.947,0.64,0.49,0.635
2021/11/10 6:00,0.447,0.613,1.841,1.301,17,0.657,0.511,0.606
2021/11/10 7:00,0.468,0.535,1.895,1.299,17,0.582,0.52,0.589
2021/11/10 8:00,0.488,0.567,2.049,1.303,17.001,0.61,0.579,0.581
2021/11/10 9:00,0.546,0.607,1.872,1.294,16.998,0.646,0.628,0.579
2021/11/10 10:00,0.485,0.42,1.664,1.302,17.059,0.456,0.644,0.399
2021/11/10 11:00,0.523,0.382,2.012,1.293,16.986,0.42,0.661,0.368
2021/11/10 12:00,0.506,0.36,1.69,1.294,16.84,0.396,0.638,0.352
2021/11/10 13:00,0.486,0.346,2.074,1.304,16.725,0.384,0.479,0.321
2021/11/10 14:00,0.395,0.346,2.115,1.378,16.598,0.393,0.232,0.387
2021/11/10 15:00,0.515,0.501,2.115,1.362,16.605,0.54,0.473,0.476
2021/11/10 16:00,0.517,0.584,1.956,1.349,16.717,0.635,0.428,0.614
2021/11/10 17:00,0.625,0.623,2.107,1.357,16.806,0.665,0.605,0.614
2021/11/10 18:00,0.565,0.568,1.945,1.369,16.956,0.616,0.598,0.551
2021/11/10 19:00,0.581,0.568,1.802,1.358,17.092,0.616,0.679,0.556
2021/11/10 20:00,0.443,0.577,2.148,1.358,17.1,0.619,0.472,0.574
2021/11/10 21:00,0.578,0.597,1.806,1.355,17.1,0.645,0.541,0.644
2021/11/10 22:00,0.701,0.62,2.083,1.361,17.1,0.667,0.535,0.654
2021/11/10 23:00,0.668,0.571,2.031,1.352,17.136,0.609,0.478,0.61
2021/11/11 0:00,0.632,0.535,1.824,1.354,17.2,0.584,0.604,0.592
2021/11/11 1:00,0.368,0.466,2.004,1.358,17.2,0.51,0.562,0.509
2021/11/11 2:00,0.513,0.628,1.927,1.363,17.195,0.679,0.649,0.688
2021/11/11 3:00,0.651,0.617,1.904,1.351,17.138,0.66,0.545,0.639
2021/11/11 4:00,0.644,0.597,1.637,1.35,17.198,0.648,0.476,0.621
2021/11/11 5:00,0.56,0.547,2.2,1.344,17.167,0.592,0.49,0.571
2021/11/11 6:00,0.605,0.637,1.658,1.344,17.108,0.684,0.487,0.658
2021/11/11 7:00,0.588,0.627,1.75,1.344,17.153,0.676,0.611,0.653
2021/11/11 8:00,0.678,0.58,1.709,1.339,17.25,0.622,0.583,0.594
2021/11/11 9:00,0.653,0.464,1.901,1.349,17.325,0.501,0.587,0.45
2021/11/11 10:00,0.672,0.393,1.906,1.358,17.441,0.43,0.587,0.405
2021/11/11 11:00,0.656,0.367,1.85,1.363,17.469,0.404,0.45,0.377
2021/11/11 12:00,0.634,0.349,2.274,1.351,17.144,0.39,0.44,0.352
2021/11/11 13:00,0.596,0.332,2.176,1.364,16.89,0.377,0.567,0.338
2021/11/11 14:00,0.563,0.39,1.952,1.36,16.706,0.411,0.544,0.424
2021/11/11 15:00,0.45,0.492,1.79,1.355,16.757,0.528,0.51,0.512
2021/11/11 16:00,0.676,0.619,2.231,1.33,16.83,0.653,0.704,0.63
2021/11/11 17:00,0.624,0.48,2.017,1.326,16.978,0.536,0.712,0.508
2021/11/11 18:00,0.52,0.519,1.773,1.339,17.002,0.554,0.559,0.554
2021/11/11 19:00,0.697,0.651,1.844,1.334,17.05,0.677,0.73,0.68
2021/11/11 20:00,0.641,0.576,1.569,1.334,17.113,0.636,0.604,0.581
2021/11/11 21:00,0.535,0.6,1.737,1.331,17.219,0.638,0.513,0.635
2021/11/11 22:00,0.57,0.628,1.692,1.324,17.279,0.663,0.464,0.652
2021/11/11 23:00,0.615,0.603,1.599,1.325,17.298,0.657,0.654,0.634
2021/11/12 0:00,0.507,0.441,1.725,1.332,17.333,0.497,0.573,0.509
2021/11/12 1:00,0.548,0.555,1.723,1.334,17.301,0.582,0.553,0.598
2021/11/12 2:00,0.643,0.607,1.975,1.32,17.297,0.643,0.66,0.66
2021/11/12 3:00,0.627,0.638,1.9,1.316,17.286,0.677,0.716,0.689
2021/11/12 4:00,0.538,0.549,1.663,1.322,17.302,0.597,0.676,0.596
2021/11/12 5:00,0.545,0.604,2,1.313,17.309,0.649,0.512,0.637
2021/11/12 6:00,0.44,0.615,1.977,1.312,17.331,0.662,0.562,0.648
2021/11/12 7:00,0.405,0.62,1.875,1.306,17.37,0.665,0.523,0.647
2021/11/12 8:00,0.335,0.535,1.618,1.309,17.46,0.579,0.493,0.599
2021/11/12 9:00,0.189,0.498,1.869,1.314,17.525,0.53,0.508,0.545
2021/11/12 10:00,0.428,0.372,1.808,1.325,17.599,0.409,0.68,0.438
2021/11/12 11:00,0.42,0.359,1.609,1.323,17.512,0.395,0.297,0.429
2021/11/12 12:00,0.392,0.344,1.793,1.331,17.348,0.379,0.616,0.412
2021/11/12 13:00,0.134,0.346,1.999,1.316,17.233,0.383,0.322,0.37
2021/11/12 14:00,0.056,0.418,1.965,1.311,17.128,0.43,0.167,0.456
2021/11/12 15:00,0.281,0.556,1.822,1.308,17.1,0.562,0.343,0.59
2021/11/12 16:00,0.361,0.589,2.104,1.306,17.173,0.64,0.616,0.62
2021/11/12 17:00,0.256,0.424,2.012,1.307,17.3,0.496,0.534,0.45
2021/11/12 18:00,0.229,0.531,1.782,1.319,17.308,0.55,0.363,0.576
2021/11/12 19:00,0.297,0.572,2.047,1.302,17.325,0.59,0.391,0.65
2021/11/12 20:00,0.399,0.621,2.147,1.304,17.374,0.665,0.607,0.571
2021/11/12 21:00,0.276,0.48,1.902,1.305,17.473,0.539,0.494,0.468
2021/11/12 22:00,0.416,0.61,2.109,1.302,17.5,0.616,0.655,0.619
2021/11/12 23:00,0.374,0.63,1.858,1.301,17.495,0.668,0.54,0.594
2021/11/13 0:00,0.284,0.594,1.722,1.307,17.408,0.63,0.568,0.62
2021/11/13 1:00,0.357,0.554,1.972,1.301,17.418,0.61,0.677,0.525
2021/11/13 2:00,0.375,0.662,1.779,1.304,17.5,0.669,0.663,0.603
2021/11/13 3:00,0.277,0.66,1.792,1.311,17.45,0.703,0.504,0.625
2021/11/13 4:00,0.325,0.65,1.47,1.307,17.411,0.692,0.626,0.649
2021/11/13 5:00,0.443,0.634,1.638,1.292,17.495,0.66,0.643,0.645
2021/11/13 6:00,0.528,0.64,1.682,1.3,17.488,0.677,0.663,0.587
2021/11/13 7:00,0.408,0.598,1.665,1.291,17.401,0.672,0.539,0.566
2021/11/13 8:00,0.626,0.611,1.621,1.283,17.384,0.634,0.647,0.626
2021/11/13 9:00,0.668,0.609,1.684,1.279,17.405,0.638,0.533,0.629
2021/11/13 10:00,0.535,0.513,2.008,1.285,17.438,0.595,0.563,0.547
2021/11/13 11:00,0.473,0.433,1.732,1.298,17.417,0.49,0.587,0.522
2021/11/13 12:00,0.457,0.395,1.988,1.262,17.407,0.449,0.552,0.486
2021/11/13 13:00,0.441,0.376,1.928,0.994,16.933,0.426,0.533,0.424
2021/11/13 14:00,0.438,0.354,2.116,0.994,16.744,0.404,0.478,0.374
2021/11/13 15:00,0.529,0.332,2.019,0.994,16.689,0.604,0.436,0.606
2021/11/13 16:00,0.5,0.309,1.686,0.994,16.699,0.664,0.53,0.637
2021/11/13 17:00,0.567,0.285,2.049,0.994,16.818,0.654,0.643,0.623
2021/11/13 18:00,0.488,0.261,2.056,0.994,16.899,0.669,0.5,0.65
2021/11/13 19:00,0.508,0.238,1.967,0.995,16.964,0.593,0.569,0.58
2021/11/13 20:00,0.599,0.215,1.957,0.995,17.012,0.666,0.6,0.632
2021/11/13 21:00,0.47,0.222,1.8,0.996,17.003,0.689,0.504,0.609
2021/11/13 22:00,0.543,0.493,1.967,0.996,17.044,0.603,0.579,0.617
2021/11/13 23:00,0.62,0.616,2.053,0.996,17.095,0.696,0.596,0.606
2021/11/14 0:00,0.489,0.503,1.971,0.996,16.958,0.636,0.468,0.584
2021/11/14 1:00,0.445,0.503,1.773,0.996,16.935,0.601,0.5,0.596
2021/11/14 2:00,0.528,0.448,1.858,0.996,16.951,0.572,0.565,0.558
2021/11/14 3:00,0.566,0.521,1.852,0.997,16.998,0.608,0.629,0.64
2021/11/14 4:00,0.572,0.594,1.954,0.996,17.001,0.684,0.642,0.698
2021/11/14 5:00,0.485,0.559,1.901,0.996,17.002,0.67,0.427,0.65
2021/11/14 6:00,0.572,0.596,1.864,0.995,17.053,0.69,0.697,0.69
2021/11/14 7:00,0.604,0.576,1.84,0.996,17.102,0.692,0.75,0.664
2021/11/14 8:00,0.623,0.534,1.715,0.997,17.1,0.64,0.755,0.658
2021/11/14 9:00,0.629,0.562,1.991,0.996,17.077,0.674,0.731,0.634
2021/11/14 10:00,0.641,0.384,2.164,0.996,17.1,0.526,0.673,0.443
2021/11/14 11:00,0.608,0.335,1.871,0.995,17.038,0.457,0.659,0.394
2021/11/14 12:00,0.585,0.32,1.928,0.995,16.898,0.44,0.608,0.374
2021/11/14 13:00,0.584,0.331,2.147,0.994,16.771,0.452,0.222,0.387
2021/11/14 14:00,0.466,0.304,1.783,0.994,16.571,0.425,0.233,0.392
2021/11/14 15:00,0.467,0.412,1.947,0.994,16.547,0.531,0.672,0.539
2021/11/14 16:00,0.488,0.47,1.769,0.994,16.625,0.584,0.716,0.621
2021/11/14 17:00,0.558,0.539,2.072,0.994,16.771,0.65,0.689,0.648
2021/11/14 18:00,0.544,0.343,1.996,0.994,16.691,0.467,0.62,0.48
