date,HLCH4,HFCH4,HSFC,HSFS,HSWD,PSCH4,YJCH4,OT
2021/1/1 0:00,0.352,0.212,0.4,2.412,13.552,0.168,0.287,0.252
2021/1/1 1:00,0.34,0.21,0.4,2.407,13.464,0.162,0.281,0.247
2021/1/1 2:00,0.334,0.203,0.4,2.409,13.4,0.155,0.271,0.239
2021/1/1 3:00,0.328,0.2,0.4,2.396,13.357,0.15,0.264,0.235
2021/1/1 4:00,0.317,0.191,0.401,2.415,13.291,0.14,0.255,0.225
2021/1/1 5:00,0.309,0.19,0.4,2.408,13.21,0.132,0.25,0.216
2021/1/1 6:00,0.302,0.183,0.4,2.397,13.2,0.126,0.243,0.213
2021/1/1 7:00,0.301,0.18,0.4,2.404,13.194,0.118,0.236,0.21
2021/1/1 8:00,0.292,0.171,0.4,2.401,13.111,0.108,0.23,0.203
2021/1/1 9:00,0.288,0.17,0.4,2.388,13.1,0.105,0.229,0.201
2021/1/1 10:00,0.287,0.174,0.401,2.349,13.099,0.108,0.311,0.179
2021/1/1 11:00,0.294,0.187,0.472,2.34,13.076,0.124,0.366,0.184
2021/1/1 12:00,0.299,0.19,0.496,2.382,13.175,0.13,0.394,0.189
2021/1/1 13:00,0.306,0.198,0.272,2.369,13.13,0.14,0.391,0.196
2021/1/1 14:00,0.3,0.2,0.303,2.351,13.079,0.144,0.321,0.227
2021/1/1 15:00,0.336,0.276,0.011,2.355,13.046,0.263,0.337,0.339
2021/1/1 16:00,0.396,0.305,0.002,2.37,13.096,0.297,0.349,0.343
2021/1/1 17:00,0.45,0.361,0.001,2.382,13.149,0.369,0.352,0.421
2021/1/1 18:00,0.419,0.246,0.001,2.379,13.213,0.209,0.293,0.334
2021/1/1 19:00,0.402,0.274,0.001,2.389,13.295,0.252,0.434,0.299
2021/1/1 20:00,0.45,0.245,0,2.379,13.377,0.221,0.489,0.299
2021/1/1 21:00,0.454,0.278,0.003,2.393,13.402,0.275,0.509,0.306
2021/1/1 22:00,0.45,0.38,0.002,2.402,13.481,0.416,0.501,0.429
2021/1/1 23:00,0.446,0.396,0.281,2.407,13.585,0.417,0.502,0.425
2021/1/2 0:00,0.408,0.319,0.233,2.417,13.6,0.322,0.485,0.375
2021/1/2 1:00,0.439,0.336,0.222,2.43,13.65,0.337,0.478,0.365
2021/1/2 2:00,0.469,0.342,0.223,2.424,13.701,0.373,0.541,0.409
2021/1/2 3:00,0.469,0.405,0.206,2.412,13.779,0.441,0.549,0.471
2021/1/2 4:00,0.477,0.355,0.179,2.409,13.803,0.366,0.543,0.407
2021/1/2 5:00,0.493,0.318,0.151,2.414,13.811,0.316,0.534,0.421
2021/1/2 6:00,0.466,0.263,0.135,2.391,13.84,0.248,0.524,0.314
2021/1/2 7:00,0.463,0.285,0.125,2.408,13.898,0.282,0.473,0.325
2021/1/2 8:00,0.456,0.367,0.135,2.412,13.9,0.397,0.51,0.41
2021/1/2 9:00,0.387,0.279,0.121,2.413,13.9,0.259,0.53,0.319
2021/1/2 10:00,0.34,0.237,0.123,2.394,13.9,0.206,0.447,0.271
2021/1/2 11:00,0.315,0.22,0.101,2.395,13.889,0.187,0.409,0.241
2021/1/2 12:00,0.319,0.227,0.112,2.375,13.801,0.192,0.412,0.24
2021/1/2 13:00,0.314,0.218,0.109,2.385,13.723,0.179,0.402,0.238
2021/1/2 14:00,0.321,0.212,0.126,2.371,13.7,0.168,0.386,0.21
2021/1/2 15:00,0.35,0.261,0.109,2.377,13.7,0.255,0.428,0.304
2021/1/2 16:00,0.395,0.293,0.119,2.385,13.758,0.278,0.455,0.315
2021/1/2 17:00,0.466,0.353,0.161,2.383,13.831,0.393,0.515,0.441
2021/1/2 18:00,0.5,0.385,0.191,2.376,13.9,0.407,0.559,0.478
2021/1/2 19:00,0.521,0.348,0.167,2.395,13.926,0.368,0.579,0.399
2021/1/2 20:00,0.476,0.276,0.193,2.388,14.034,0.25,0.527,0.338
2021/1/2 21:00,0.49,0.323,0.202,2.406,14.096,0.361,0.533,0.424
2021/1/2 22:00,0.517,0.378,0.203,2.399,14.1,0.395,0.585,0.433
2021/1/2 23:00,0.478,0.295,0.209,2.395,14.106,0.291,0.582,0.35
2021/1/3 0:00,0.432,0.261,0.203,2.404,14.186,0.243,0.499,0.303
2021/1/3 1:00,0.477,0.293,0.207,2.413,14.2,0.312,0.537,0.41
2021/1/3 2:00,0.522,0.396,0.201,2.403,14.204,0.429,0.572,0.467
2021/1/3 3:00,0.539,0.369,0.204,2.403,14.204,0.404,0.623,0.497
2021/1/3 4:00,0.513,0.352,0.208,2.408,14.215,0.364,0.589,0.417
2021/1/3 5:00,0.524,0.405,0.203,2.423,14.287,0.474,0.582,0.501
2021/1/3 6:00,0.512,0.421,0.203,2.42,14.364,0.444,0.553,0.461
2021/1/3 7:00,0.457,0.336,0.204,2.398,14.39,0.354,0.536,0.413
2021/1/3 8:00,0.484,0.347,0.222,2.413,14.364,0.361,0.607,0.453
2021/1/3 9:00,0.434,0.264,0.369,2.426,14.398,0.238,0.508,0.317
2021/1/3 10:00,0.403,0.235,0.224,2.416,14.4,0.206,0.486,0.259
2021/1/3 11:00,0.386,0.229,0.215,2.404,14.399,0.198,0.472,0.266
2021/1/3 12:00,0.38,0.23,0.215,2.392,14.393,0.198,0.476,0.277
2021/1/3 13:00,0.376,0.229,0.202,2.383,14.4,0.197,0.433,0.288
2021/1/3 14:00,0.384,0.243,0.474,2.374,14.394,0.226,0.381,0.314
2021/1/3 15:00,0.429,0.309,0.203,2.362,14.349,0.314,0.412,0.377
2021/1/3 16:00,0.494,0.383,0.2,2.381,14.301,0.415,0.532,0.449
2021/1/3 17:00,0.474,0.329,0.207,2.385,14.299,0.342,0.515,0.381
2021/1/3 18:00,0.519,0.351,0.211,2.375,14.299,0.378,0.591,0.456
2021/1/3 19:00,0.531,0.304,0.207,2.393,14.314,0.303,0.58,0.394
2021/1/3 20:00,0.564,0.455,0.206,2.377,14.394,0.538,0.611,0.544
2021/1/3 21:00,0.613,0.445,0.202,2.394,14.4,0.491,0.624,0.496
2021/1/3 22:00,0.626,0.362,0.215,2.395,14.4,0.374,0.611,0.417
2021/1/3 23:00,0.581,0.403,0.203,2.401,14.408,0.464,0.584,0.491
2021/1/4 0:00,0.605,0.459,0.201,2.408,14.469,0.508,0.499,0.502
2021/1/4 1:00,0.626,0.416,0.121,2.402,14.48,0.464,0.537,0.477
2021/1/4 2:00,0.652,0.385,0.1,2.404,14.494,0.415,0.572,0.411
2021/1/4 3:00,0.692,0.401,0.1,2.425,14.522,0.454,0.623,0.455
2021/1/4 4:00,0.677,0.526,0.101,2.4,14.598,0.619,0.67,0.597
2021/1/4 5:00,0.644,0.48,0.1,2.406,14.599,0.549,0.627,0.571
2021/1/4 6:00,0.585,0.464,0.1,2.406,14.597,0.516,0.616,0.508
2021/1/4 7:00,0.657,0.458,0.103,2.404,14.6,0.538,0.636,0.54
2021/1/4 8:00,0.682,0.517,0.1,2.406,14.625,0.603,0.651,0.581
2021/1/4 9:00,0.664,0.472,0.1,2.416,14.685,0.531,0.649,0.553
2021/1/4 10:00,0.583,0.383,0.1,2.381,14.71,0.399,0.612,0.417
2021/1/4 11:00,0.547,0.333,0.1,2.396,14.85,0.337,0.58,0.399
2021/1/4 12:00,0.513,0.31,0.1,2.393,14.918,0.308,0.531,0.382
2021/1/4 13:00,0.478,0.295,0.081,2.371,14.74,0.286,0.547,0.35
2021/1/4 14:00,0.558,0.274,0.001,2.36,14.698,0.26,0.611,0.381
2021/1/4 15:00,0.553,0.292,0.001,2.35,14.618,0.294,0.421,0.404
2021/1/4 16:00,0.539,0.334,0.005,2.355,14.6,0.358,0.482,0.404
2021/1/4 17:00,0.56,0.39,0.003,2.341,14.57,0.414,0.569,0.448
2021/1/4 18:00,0.601,0.3,0.001,2.351,14.594,0.309,0.594,0.385
2021/1/4 19:00,0.527,0.369,0.003,2.368,14.598,0.393,0.575,0.436
2021/1/4 20:00,0.578,0.393,0.001,2.351,14.6,0.443,0.645,0.509
2021/1/4 21:00,0.675,0.418,0.003,2.358,14.6,0.47,0.662,0.5
2021/1/4 22:00,0.55,0.422,0.008,2.351,14.6,0.455,0.605,0.532
2021/1/4 23:00,0.573,0.434,0.01,2.359,14.6,0.493,0.628,0.578
2021/1/5 0:00,0.629,0.482,0.005,2.368,14.6,0.565,0.572,0.586
2021/1/5 1:00,0.623,0.469,0.005,2.352,14.6,0.536,0.577,0.549
2021/1/5 2:00,0.504,0.416,0.004,2.344,14.6,0.447,0.516,0.467
2021/1/5 3:00,0.485,0.349,0.009,2.353,14.606,0.376,0.536,0.437
2021/1/5 4:00,0.639,0.512,0.001,2.348,14.621,0.615,0.599,0.632
2021/1/5 5:00,0.657,0.519,0.01,2.339,14.612,0.607,0.648,0.598
2021/1/5 6:00,0.637,0.473,0.005,2.34,14.605,0.526,0.604,0.516
2021/1/5 7:00,0.655,0.453,0.002,2.343,14.682,0.532,0.612,0.581
2021/1/5 8:00,0.673,0.537,0.011,2.335,14.7,0.619,0.644,0.619
2021/1/5 9:00,0.507,0.449,0.002,2.341,14.7,0.502,0.641,0.566
2021/1/5 10:00,0.65,0.373,0.008,2.349,14.736,0.391,0.606,0.47
2021/1/5 11:00,0.575,0.344,0.003,2.353,14.804,0.355,0.587,0.424
2021/1/5 12:00,0.525,0.328,0.002,2.319,14.769,0.335,0.581,0.408
2021/1/5 13:00,0.501,0.308,0.007,2.319,14.7,0.304,0.529,0.372
2021/1/5 14:00,0.401,0.305,0.004,2.309,14.678,0.307,0.481,0.405
2021/1/5 15:00,0.414,0.32,0.079,2.316,14.613,0.332,0.48,0.408
2021/1/5 16:00,0.273,0.311,0.096,2.314,14.6,0.309,0.461,0.374
2021/1/5 17:00,0.422,0.372,0.09,2.334,14.6,0.428,0.567,0.494
2021/1/5 18:00,0.62,0.468,0.075,2.328,14.6,0.539,0.605,0.544
2021/1/5 19:00,0.623,0.447,0.085,2.336,14.6,0.499,0.571,0.521
2021/1/5 20:00,0.63,0.486,0.066,2.316,14.596,0.564,0.566,0.568
2021/1/5 21:00,0.641,0.407,0.09,2.347,14.6,0.444,0.617,0.5
2021/1/5 22:00,0.647,0.481,0.071,2.342,14.602,0.569,0.654,0.619
2021/1/5 23:00,0.572,0.485,0.078,2.332,14.611,0.547,0.643,0.595
2021/1/6 0:00,0.522,0.483,0.065,2.318,14.601,0.552,0.644,0.6
2021/1/6 1:00,0.582,0.431,0.068,2.333,14.646,0.486,0.681,0.528
2021/1/6 2:00,0.683,0.534,0.273,2.336,14.7,0.635,0.566,0.603
2021/1/6 3:00,0.527,0.516,0.306,2.329,14.686,0.588,0.55,0.603
2021/1/6 4:00,0.571,0.499,0.316,2.341,14.7,0.584,0.509,0.637
2021/1/6 5:00,0.455,0.426,0.301,2.338,14.7,0.479,0.491,0.555
2021/1/6 6:00,0.559,0.527,0.308,2.337,14.7,0.619,0.493,0.615
2021/1/6 7:00,0.565,0.526,0.311,2.342,14.7,0.621,0.515,0.617
2021/1/6 8:00,0.63,0.535,0.311,2.338,14.7,0.62,0.618,0.63
2021/1/6 9:00,0.625,0.499,0.153,2.351,14.701,0.577,0.678,0.6
2021/1/6 10:00,0.62,0.394,12.504,2.367,14.876,0.418,0.597,0.427
2021/1/6 11:00,0.581,0.355,13.844,2.369,14.976,0.371,0.629,0.4
2021/1/6 12:00,0.545,0.34,13.679,2.351,14.812,0.352,0.566,0.383
2021/1/6 13:00,0.531,0.316,13.952,2.333,14.698,0.318,0.542,0.353
2021/1/6 14:00,0.527,0.336,13.855,2.355,14.596,0.373,0.51,0.461
2021/1/6 15:00,0.668,0.457,12.928,2.453,14.5,0.522,0.603,0.592
2021/1/6 16:00,0.458,0.442,5.643,2.461,14.492,0.486,0.41,0.516
2021/1/6 17:00,0.38,0.351,0.501,2.457,14.473,0.376,0.514,0.485
2021/1/6 18:00,0.533,0.493,0.5,2.462,14.496,0.579,0.68,0.604
2021/1/6 19:00,0.523,0.485,0.5,2.45,14.5,0.555,0.568,0.635
2021/1/6 20:00,0.574,0.473,0.5,2.46,14.485,0.546,0.581,0.576
2021/1/6 21:00,0.47,0.435,0.503,2.454,14.428,0.475,0.508,0.515
2021/1/6 22:00,0.526,0.441,0.501,2.465,14.402,0.521,0.593,0.606
2021/1/6 23:00,0.492,0.5,0.501,2.47,14.4,0.567,0.544,0.656
2021/1/7 0:00,0.518,0.431,0.501,2.462,14.4,0.487,0.554,0.525
2021/1/7 1:00,0.51,0.4,0.501,2.485,14.4,0.426,0.551,0.461
2021/1/7 2:00,0.693,0.47,0.5,2.496,14.4,0.548,0.669,0.553
2021/1/7 3:00,0.56,0.465,0.5,2.479,14.4,0.539,0.657,0.546
2021/1/7 4:00,0.638,0.472,0.502,2.472,14.396,0.535,0.64,0.555
2021/1/7 5:00,0.676,0.501,0.5,2.465,14.32,0.59,0.63,0.617
2021/1/7 6:00,0.583,0.44,0.5,2.468,14.302,0.485,0.597,0.566
2021/1/7 7:00,0.624,0.374,0.5,2.484,14.357,0.404,0.636,0.493
2021/1/7 8:00,0.675,0.493,0.5,2.476,14.398,0.588,0.662,0.624
2021/1/7 9:00,0.525,0.547,0.465,2.464,14.4,0.648,0.724,0.671
2021/1/7 10:00,0.645,0.431,0.471,2.477,14.4,0.461,0.641,0.476
2021/1/7 11:00,0.603,0.36,0.488,2.479,14.4,0.374,0.542,0.384
2021/1/7 12:00,0.56,0.335,0.463,2.47,14.434,0.343,0.537,0.367
2021/1/7 13:00,0.524,0.317,0.463,2.487,14.475,0.318,0.518,0.353
2021/1/7 14:00,0.535,0.319,0.82,2.455,14.365,0.334,0.415,0.347
2021/1/7 15:00,0.579,0.315,0.9,2.453,14.296,0.31,0.495,0.322
2021/1/7 16:00,0.611,0.361,0.901,2.457,14.261,0.403,0.556,0.393
2021/1/7 17:00,0.65,0.431,0.902,2.461,14.205,0.493,0.63,0.472
2021/1/7 18:00,0.655,0.434,0.9,2.444,14.2,0.481,0.585,0.47
2021/1/7 19:00,0.552,0.383,0.9,2.442,14.2,0.412,0.589,0.41
2021/1/7 20:00,0.44,0.337,0.9,2.446,14.2,0.348,0.579,0.395
2021/1/7 21:00,0.569,0.461,0.9,2.459,14.2,0.555,0.639,0.549
2021/1/7 22:00,0.701,0.505,0.901,2.449,14.2,0.585,0.699,0.586
2021/1/7 23:00,0.651,0.494,0.9,2.454,14.2,0.559,0.675,0.536
2021/1/8 0:00,0.559,0.362,0.9,2.468,14.2,0.375,0.677,0.384
2021/1/8 1:00,0.592,0.374,0.901,2.468,14.201,0.429,0.572,0.458
2021/1/8 2:00,0.612,0.454,1.225,2.471,14.217,0.52,0.503,0.519
2021/1/8 3:00,0.595,0.456,1.8,2.454,14.218,0.499,0.436,0.505
2021/1/8 4:00,0.608,0.493,1.801,2.456,14.2,0.589,0.547,0.589
2021/1/8 5:00,0.593,0.459,1.8,2.459,14.2,0.508,0.494,0.574
2021/1/8 6:00,0.612,0.445,1.801,2.459,14.2,0.522,0.464,0.589
2021/1/8 7:00,0.637,0.543,1.803,2.456,14.2,0.637,0.527,0.656
2021/1/8 8:00,0.596,0.469,1.8,2.468,14.2,0.528,0.556,0.507
2021/1/8 9:00,0.534,0.446,1.845,2.475,14.2,0.497,0.543,0.48
2021/1/8 10:00,0.478,0.33,1.855,2.464,14.324,0.333,0.519,0.346
2021/1/8 11:00,0.441,0.306,1.802,2.455,14.482,0.307,0.502,0.327
2021/1/8 12:00,0.413,0.297,1.803,2.454,14.364,0.293,0.471,0.307
2021/1/8 13:00,0.57,0.282,2.92,2.452,14.319,0.272,0.431,0.284
2021/1/8 14:00,0.577,0.293,0.4,2.442,14.155,0.296,0.419,0.312
2021/1/8 15:00,0.515,0.333,0.412,2.433,14.1,0.368,0.431,0.39
2021/1/8 16:00,0.526,0.384,0.411,2.437,14.074,0.406,0.489,0.382
2021/1/8 17:00,0.556,0.35,0.4,2.441,14.001,0.373,0.408,0.363
2021/1/8 18:00,0.561,0.401,0.401,2.431,13.937,0.437,0.288,0.434
2021/1/8 19:00,0.518,0.354,0.402,2.425,13.901,0.37,0.27,0.386
2021/1/8 20:00,0.517,0.331,0.4,2.419,13.897,0.35,0.409,0.366
2021/1/8 21:00,0.535,0.347,0.4,2.429,13.869,0.357,0.436,0.356
2021/1/8 22:00,0.564,0.39,0.407,2.437,13.89,0.438,0.468,0.45
2021/1/8 23:00,0.622,0.433,0.4,2.424,13.9,0.483,0.527,0.481
2021/1/9 0:00,0.548,0.418,0.401,2.438,13.9,0.467,0.4,0.462
2021/1/9 1:00,0.601,0.392,0.4,2.441,13.95,0.438,0.548,0.55
2021/1/9 2:00,0.639,0.535,0.4,2.436,14.024,0.639,0.583,0.644
2021/1/9 3:00,0.621,0.51,0.401,2.454,14.096,0.584,0.553,0.604
2021/1/9 4:00,0.476,0.45,0.4,2.453,14.095,0.49,0.61,0.519
2021/1/9 5:00,0.507,0.436,0.4,2.452,14.1,0.517,0.626,0.608
2021/1/9 6:00,0.588,0.5,0.401,2.433,14.102,0.571,0.674,0.666
2021/1/9 7:00,0.479,0.414,0.401,2.446,14.105,0.458,0.567,0.55
2021/1/9 8:00,0.551,0.44,0.4,2.462,14.1,0.496,0.556,0.521
2021/1/9 9:00,0.482,0.369,0.401,2.452,14.1,0.388,0.407,0.476
2021/1/9 10:00,0.607,0.315,0.4,2.441,14.168,0.312,0.55,0.382
2021/1/9 11:00,0.595,0.294,0.4,2.441,14.181,0.288,0.552,0.362
2021/1/9 12:00,0.576,0.284,0.402,2.426,14.107,0.275,0.512,0.352
2021/1/9 13:00,0.575,0.276,0.4,2.417,14.098,0.263,0.502,0.334
2021/1/9 14:00,0.578,0.274,0.4,2.429,14.007,0.265,0.491,0.34
2021/1/9 15:00,0.519,0.318,0.4,2.414,13.99,0.322,0.524,0.371
2021/1/9 16:00,0.568,0.361,0.401,2.418,13.981,0.413,0.576,0.468
2021/1/9 17:00,0.63,0.478,0.4,2.43,13.993,0.546,0.61,0.566
2021/1/9 18:00,0.601,0.397,0.4,2.413,13.948,0.43,0.631,0.494
2021/1/9 19:00,0.484,0.403,0.4,2.425,13.969,0.436,0.567,0.507
2021/1/9 20:00,0.531,0.411,0.4,2.427,14.018,0.487,0.618,0.588
2021/1/9 21:00,0.553,0.474,0.4,2.425,14.094,0.527,0.616,0.593
2021/1/9 22:00,0.56,0.421,0.4,2.441,14.099,0.477,0.538,0.58
2021/1/9 23:00,0.465,0.39,0.4,2.432,14.1,0.415,0.348,0.465
2021/1/10 0:00,0.421,0.348,0.4,2.459,14.1,0.371,0.5,0.431
2021/1/10 1:00,0.557,0.432,0.4,2.454,14.137,0.509,0.625,0.558
2021/1/10 2:00,0.598,0.488,0.4,2.437,14.199,0.549,0.652,0.672
2021/1/10 3:00,0.559,0.429,0.401,2.453,14.192,0.491,0.597,0.586
2021/1/10 4:00,0.481,0.408,0.4,2.453,14.189,0.445,0.521,0.538
2021/1/10 5:00,0.597,0.511,0.4,2.445,14.2,0.61,0.603,0.646
2021/1/10 6:00,0.654,0.483,0.4,2.431,14.2,0.555,0.614,0.645
2021/1/10 7:00,0.578,0.475,0.4,2.438,14.2,0.542,0.552,0.687
2021/1/10 8:00,0.602,0.454,0.4,2.462,14.2,0.539,0.601,0.619
2021/1/10 9:00,0.609,0.5,0.4,2.444,14.201,0.564,0.706,0.616
2021/1/10 10:00,0.546,0.382,0.288,2.457,14.351,0.403,0.637,0.474
2021/1/10 11:00,0.632,0.339,0.131,2.447,14.481,0.349,0.55,0.393
2021/1/10 12:00,0.588,0.322,0.127,2.433,14.365,0.33,0.572,0.36
2021/1/10 13:00,0.52,0.304,0.195,2.447,14.397,0.301,0.561,0.328
2021/1/10 14:00,0.542,0.28,0.201,2.448,14.321,0.272,0.524,0.34
2021/1/10 15:00,0.529,0.268,0.202,2.435,14.178,0.252,0.513,0.316
2021/1/10 16:00,0.512,0.252,0.202,2.436,14.095,0.231,0.495,0.3
2021/1/10 17:00,0.49,0.239,0.205,2.439,13.98,0.219,0.502,0.34
2021/1/10 18:00,0.508,0.349,0.209,2.426,13.9,0.389,0.541,0.445
2021/1/10 19:00,0.548,0.366,0.219,2.434,13.9,0.386,0.591,0.45
2021/1/10 20:00,0.512,0.365,0.206,2.443,13.908,0.422,0.602,0.531
2021/1/10 21:00,0.562,0.481,0.205,2.43,13.989,0.54,0.657,0.584
2021/1/10 22:00,0.639,0.492,0.205,2.436,13.97,0.572,0.505,0.627
2021/1/10 23:00,0.668,0.416,0.203,2.435,13.994,0.481,0.444,0.525
2021/1/11 0:00,0.666,0.518,0.211,2.439,14.06,0.609,0.51,0.666
2021/1/11 1:00,0.535,0.489,0.202,2.446,14.097,0.562,0.622,0.62
2021/1/11 2:00,0.465,0.436,0.209,2.436,14.1,0.479,0.603,0.569
2021/1/11 3:00,0.554,0.441,0.202,2.457,14.1,0.51,0.654,0.64
2021/1/11 4:00,0.6,0.517,0.205,2.451,14.101,0.611,0.615,0.633
2021/1/11 5:00,0.54,0.521,0.203,2.451,14.1,0.606,0.501,0.632
2021/1/11 6:00,0.478,0.494,0.209,2.438,14.1,0.576,0.581,0.62
2021/1/11 7:00,0.575,0.41,0.204,2.456,14.142,0.455,0.608,0.563
2021/1/11 8:00,0.591,0.517,0.207,2.457,14.204,0.606,0.58,0.657
2021/1/11 9:00,0.568,0.47,0.201,2.45,14.327,0.525,0.545,0.652
2021/1/11 10:00,0.639,0.368,0.203,2.465,14.575,0.382,0.601,0.59
2021/1/11 11:00,0.392,0.338,0.203,2.462,14.566,0.348,0.561,0.532
2021/1/11 12:00,0.367,0.311,0.201,2.445,14.495,0.327,0.595,0.471
2021/1/11 13:00,0.338,0.299,0.21,2.429,14.408,0.308,0.468,0.469
2021/1/11 14:00,0.341,0.312,0.21,2.427,14.372,0.345,0.479,0.487
2021/1/11 15:00,0.554,0.409,0.203,2.417,14.302,0.472,0.585,0.495
2021/1/11 16:00,0.497,0.416,0.354,2.427,14.24,0.459,0.568,0.448
2021/1/11 17:00,0.521,0.4,0.403,2.429,14.241,0.48,0.561,0.548
2021/1/11 18:00,0.584,0.506,0.401,2.42,14.298,0.594,0.552,0.608
2021/1/11 19:00,0.604,0.517,0.4,2.419,14.296,0.627,0.613,0.648
2021/1/11 20:00,0.607,0.457,0.401,2.425,14.291,0.516,0.495,0.541
2021/1/11 21:00,0.646,0.461,0.4,2.434,14.301,0.563,0.503,0.599
2021/1/11 22:00,0.686,0.544,0.4,2.437,14.356,0.652,0.58,0.64
2021/1/11 23:00,0.599,0.513,0.4,2.425,14.354,0.599,0.591,0.619
2021/1/12 0:00,0.571,0.474,0.402,2.43,14.307,0.561,0.595,0.525
2021/1/12 1:00,0.496,0.436,0.4,2.437,14.356,0.492,0.484,0.495
2021/1/12 2:00,0.638,0.508,0.4,2.431,14.4,0.614,0.577,0.579
2021/1/12 3:00,0.654,0.541,0.4,2.422,14.4,0.651,0.557,0.61
2021/1/12 4:00,0.576,0.525,0.4,2.406,14.392,0.627,0.55,0.662
2021/1/12 5:00,0.619,0.542,0.4,2.432,14.319,0.649,0.585,0.63
2021/1/12 6:00,0.562,0.535,0.401,2.41,14.325,0.644,0.601,0.679
2021/1/12 7:00,0.489,0.53,0.401,2.423,14.366,0.626,0.574,0.679
2021/1/12 8:00,0.585,0.521,0.402,2.411,14.399,0.614,0.532,0.598
2021/1/12 9:00,0.533,0.426,0.4,2.438,14.4,0.479,0.453,0.572
2021/1/12 10:00,0.551,0.383,0.4,2.411,14.4,0.417,0.414,0.472
2021/1/12 11:00,0.592,0.348,0.4,2.409,14.4,0.373,0.367,0.428
2021/1/12 12:00,0.53,0.341,0.401,2.405,14.4,0.363,0.34,0.412
2021/1/12 13:00,0.52,0.33,0.4,2.41,14.452,0.347,0.339,0.362
2021/1/12 14:00,0.473,0.321,0.4,2.412,14.514,0.34,0.445,0.378
2021/1/12 15:00,0.53,0.368,0.25,2.387,14.397,0.433,0.462,0.496
2021/1/12 16:00,0.653,0.496,0.2,2.398,14.373,0.574,0.428,0.62
2021/1/12 17:00,0.605,0.45,0.2,2.394,14.396,0.522,0.422,0.635
2021/1/12 18:00,0.598,0.476,0.2,2.394,14.4,0.563,0.448,0.552
2021/1/12 19:00,0.545,0.415,0.2,2.402,14.404,0.467,0.417,0.522
2021/1/12 20:00,0.519,0.503,0.2,2.398,14.532,0.605,0.471,0.674
2021/1/12 21:00,0.632,0.495,0.2,2.402,14.742,0.572,0.447,0.635
2021/1/12 22:00,0.674,0.516,0.203,2.388,14.7,0.621,0.464,0.696
2021/1/12 23:00,0.499,0.425,0.201,2.396,14.7,0.476,0.438,0.534
2021/1/13 0:00,0.609,0.492,0.201,2.4,14.7,0.592,0.579,0.604
2021/1/13 1:00,0.58,0.504,0.201,2.419,14.7,0.599,0.49,0.609
2021/1/13 2:00,0.53,0.455,0.201,2.406,14.7,0.532,0.463,0.593
2021/1/13 3:00,0.625,0.527,0.202,2.394,14.7,0.641,0.581,0.644
2021/1/13 4:00,0.553,0.487,0.201,2.399,14.7,0.574,0.519,0.597
2021/1/13 5:00,0.535,0.504,0.204,2.404,14.7,0.605,0.48,0.597
2021/1/13 6:00,0.576,0.547,0.266,2.405,14.701,0.658,0.52,0.628
2021/1/13 7:00,0.588,0.545,0.307,2.404,14.765,0.66,0.544,0.654
2021/1/13 8:00,0.476,0.507,0.276,2.423,14.804,0.584,0.438,0.551
2021/1/13 9:00,0.41,0.373,0.211,2.416,14.864,0.406,0.413,0.413
2021/1/13 10:00,0.323,0.316,0.39,2.431,14.9,0.327,0.369,0.394
2021/1/13 11:00,0.304,0.292,0.406,2.408,14.9,0.3,0.329,0.318
2021/1/13 12:00,0.318,0.294,0.409,2.404,14.9,0.304,0.431,0.331
2021/1/13 13:00,0.686,0.477,0.403,2.419,14.927,0.422,0.653,0.342
2021/1/13 14:00,0.639,0.475,0.403,2.408,14.892,0.416,0.55,0.345
2021/1/13 15:00,0.448,0.296,0.402,2.407,14.893,0.29,0.479,0.419
2021/1/13 16:00,0.409,0.291,0.376,2.408,14.771,0.287,0.402,0.364
2021/1/13 17:00,0.529,0.43,0.4,2.406,14.7,0.496,0.656,0.513
2021/1/13 18:00,0.548,0.464,0.41,2.392,14.699,0.531,0.382,0.559
2021/1/13 19:00,0.478,0.441,0.397,2.416,14.696,0.486,0.443,0.586
2021/1/13 20:00,0.553,0.466,0.384,2.409,14.7,0.534,0.513,0.684
2021/1/13 21:00,0.646,0.524,0.405,2.414,14.7,0.611,0.57,0.639
2021/1/13 22:00,0.66,0.507,0.381,2.414,14.701,0.591,0.481,0.629
2021/1/13 23:00,0.496,0.48,0.396,2.424,14.736,0.54,0.469,0.604
2021/1/14 0:00,0.571,0.506,0.415,2.429,14.752,0.582,0.493,0.655
2021/1/14 1:00,0.636,0.497,0.392,2.418,14.796,0.573,0.603,0.603
2021/1/14 2:00,0.641,0.507,0.402,2.416,14.8,0.586,0.612,0.681
2021/1/14 3:00,0.584,0.536,0.389,2.407,14.801,0.622,0.635,0.605
2021/1/14 4:00,0.638,0.545,0.398,2.389,14.8,0.637,0.465,0.578
2021/1/14 5:00,0.625,0.461,0.407,2.403,14.8,0.524,0.354,0.443
2021/1/14 6:00,0.648,0.529,0.388,2.411,14.802,0.608,0.438,0.52
2021/1/14 7:00,0.6,0.522,0.395,2.414,14.857,0.604,0.554,0.57
2021/1/14 8:00,0.636,0.49,0.356,2.408,14.9,0.567,0.447,0.629
2021/1/14 9:00,0.659,0.521,0.399,2.406,14.9,0.59,0.555,0.648
2021/1/14 10:00,0.55,0.421,0.389,2.402,15.005,0.44,0.461,0.456
2021/1/14 11:00,0.487,0.374,0.384,2.412,15.109,0.384,0.397,0.388
